10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
191.35%;51.77%;3.03%;0.696;0.044;{'fcfy': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
191.29%;51.71%;9.55%;0.665;0.144;{'roic_wacc': 0.4, 'dividend_yield': 0.6}
190.96%;51.38%;22.12%;0.676;0.327;{'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
190.96%;51.38%;13.88%;0.707;0.196;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
190.68%;51.11%;-0.04%;0.728;-0.001;{'fcfy': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
190.59%;51.02%;13.95%;0.66;0.211;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
190.44%;50.87%;3.93%;0.746;0.053;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.4}
190.18%;50.61%;5.77%;0.685;0.084;{'roe': 0.9, 'roic_wacc': 0.1}
190.13%;50.55%;12.91%;0.692;0.187;{'roe': 0.3, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
190.11%;50.53%;11.96%;0.716;0.167;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
189.20%;49.62%;-21.12%;0.671;-0.315;{'roic_wacc': 0.1, 'revenue_growth': 0.8, 'dividend_yield': 0.1}
189.19%;49.62%;5.51%;0.692;0.08;{'roe': 0.8, 'fcfy': 0.1, 'roic_wacc': 0.1}
189.05%;49.48%;16.12%;0.654;0.246;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.7}
189.01%;49.44%;17.87%;0.673;0.266;{'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
189.00%;49.42%;7.64%;0.701;0.109;{'roe': 0.1, 'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
188.88%;49.30%;8.76%;0.677;0.129;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
188.70%;49.12%;23.26%;0.712;0.327;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
188.52%;48.95%;17.32%;0.714;0.243;{'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
188.51%;48.93%;6.59%;0.694;0.095;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
188.47%;48.90%;-11.65%;0.697;-0.167;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
188.20%;48.63%;11.43%;0.672;0.17;{'roe': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
188.13%;48.56%;-18.84%;0.663;-0.284;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
188.06%;48.49%;1.27%;0.708;0.018;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.2}
187.98%;48.40%;3.69%;0.659;0.056;{'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
187.87%;48.30%;9.68%;0.654;0.148;{'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.5}
187.80%;48.22%;7.17%;0.698;0.103;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
187.69%;48.11%;13.77%;0.693;0.199;{'roe': 0.5, 'fcfy': 0.2, 'dividend_yield': 0.3}
187.68%;48.11%;9.12%;0.685;0.133;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
187.65%;48.08%;17.09%;0.703;0.243;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
187.00%;47.42%;11.76%;0.656;0.179;{'roe': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
186.92%;47.34%;13.19%;0.664;0.199;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
186.89%;47.31%;16.10%;0.643;0.25;{'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
186.81%;47.24%;13.05%;0.76;0.172;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
186.77%;47.20%;-15.14%;0.692;-0.219;{'fcfy': 0.1, 'revenue_growth': 0.8, 'dividend_yield': 0.1}
186.73%;47.15%;7.97%;0.722;0.11;{'roe': 0.7, 'fcfy': 0.2, 'roic_wacc': 0.1}
186.69%;47.12%;16.52%;0.704;0.235;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
186.33%;46.76%;15.29%;0.65;0.235;{'roe': 0.7, 'dividend_yield': 0.3}
186.29%;46.71%;8.27%;0.679;0.122;{'roe': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
186.24%;46.67%;11.69%;0.697;0.168;{'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
186.08%;46.50%;11.43%;0.743;0.154;{'roe': 0.1, 'fcfy': 0.9}
186.03%;46.45%;16.86%;0.734;0.23;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
185.82%;46.24%;12.50%;0.679;0.184;{'roe': 0.7, 'fcfy': 0.1, 'dividend_yield': 0.2}
185.72%;46.14%;2.25%;0.674;0.033;{'roe': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
185.71%;46.14%;5.43%;0.641;0.085;{'roic_wacc': 0.3, 'dividend_yield': 0.7}
185.68%;46.10%;7.65%;0.68;0.113;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
185.67%;46.10%;9.83%;0.651;0.151;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
185.11%;45.54%;18.32%;0.685;0.267;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
184.88%;45.31%;13.80%;0.778;0.177;{'roe': 0.4, 'fcfy': 0.6}
184.85%;45.27%;13.57%;0.655;0.207;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
184.84%;45.27%;9.93%;0.646;0.154;{'roe': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.5}
184.84%;45.27%;7.05%;0.661;0.107;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
184.80%;45.23%;3.10%;0.683;0.045;{'fcfy': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
184.78%;45.20%;16.43%;0.651;0.252;{'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
184.76%;45.19%;-23.93%;0.676;-0.354;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
184.67%;45.10%;7.00%;0.719;0.097;{'roe': 0.5, 'fcfy': 0.4, 'roic_wacc': 0.1}
184.49%;44.92%;6.28%;0.676;0.093;{'fcfy': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
184.39%;44.82%;7.82%;0.651;0.12;{'roe': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
184.37%;44.79%;5.66%;0.693;0.082;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
184.24%;44.66%;18.00%;0.653;0.275;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
184.21%;44.63%;7.33%;0.671;0.109;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
184.21%;44.63%;13.67%;0.617;0.222;{'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
183.99%;44.41%;3.62%;0.656;0.055;{'revenue_growth': 0.2, 'dividend_yield': 0.8}
183.98%;44.41%;8.02%;0.671;0.12;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
183.92%;44.35%;-14.21%;0.715;-0.199;{'fcfy': 0.2, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
183.78%;44.21%;11.58%;0.628;0.184;{'roic_wacc': 0.6, 'dividend_yield': 0.4}
183.74%;44.17%;11.02%;0.643;0.171;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
183.69%;44.12%;7.37%;0.623;0.118;{'roic_wacc': 0.2, 'dividend_yield': 0.8}
183.68%;44.11%;10.64%;0.641;0.166;{'roic_wacc': 0.5, 'dividend_yield': 0.5}
183.66%;44.09%;12.70%;0.742;0.171;{'roe': 0.2, 'fcfy': 0.8}
183.35%;43.78%;6.45%;0.658;0.098;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
183.01%;43.43%;14.32%;0.641;0.223;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
182.93%;43.36%;13.24%;0.656;0.202;{'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
182.62%;43.05%;-2.41%;0.688;-0.035;{'fcfy': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
182.45%;42.88%;0.12%;0.701;0.002;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.2}
182.31%;42.73%;17.40%;0.679;0.256;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
182.19%;42.61%;1.03%;0.713;0.014;{'roe': 0.7, 'roic_wacc': 0.3}
182.11%;42.54%;12.10%;0.628;0.193;{'roe': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
182.06%;42.49%;2.95%;0.675;0.044;{'roe': 0.7, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
181.92%;42.35%;5.39%;0.639;0.084;{'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
181.89%;42.32%;7.78%;0.626;0.124;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
181.87%;42.30%;6.34%;0.651;0.097;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
181.75%;42.17%;16.71%;0.719;0.232;{'roe': 0.3, 'fcfy': 0.6, 'dividend_yield': 0.1}
181.68%;42.10%;15.90%;0.759;0.21;{'roe': 0.2, 'fcfy': 0.7, 'roic_wacc': 0.1}
181.48%;41.91%;10.61%;0.644;0.165;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
181.31%;41.73%;3.75%;0.626;0.06;{'revenue_growth': 0.1, 'dividend_yield': 0.9}
181.24%;41.66%;11.88%;0.642;0.185;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
181.16%;41.59%;10.87%;0.637;0.171;{'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
181.11%;41.54%;8.14%;0.623;0.131;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
181.09%;41.52%;11.89%;0.701;0.17;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
180.90%;41.32%;3.62%;0.635;0.057;{'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
180.79%;41.21%;6.39%;0.727;0.088;{'roe': 0.6, 'fcfy': 0.3, 'roic_wacc': 0.1}
180.77%;41.19%;7.08%;0.667;0.106;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
180.45%;40.88%;8.38%;0.695;0.121;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
180.27%;40.70%;11.67%;0.675;0.173;{'roe': 0.6, 'fcfy': 0.1, 'dividend_yield': 0.3}
180.13%;40.55%;9.27%;0.733;0.126;{'roe': 0.6, 'fcfy': 0.4}
179.93%;40.35%;13.17%;0.647;0.204;{'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
179.91%;40.33%;16.04%;0.65;0.247;{'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
179.80%;40.23%;9.64%;0.735;0.131;{'roe': 0.7, 'fcfy': 0.3}
179.75%;40.18%;10.52%;0.631;0.167;{'roe': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
179.54%;39.97%;15.33%;0.68;0.225;{'roe': 0.4, 'fcfy': 0.3, 'dividend_yield': 0.3}
179.32%;39.74%;15.01%;0.635;0.237;{'roe': 0.1, 'fcfy': 0.3, 'dividend_yield': 0.6}
179.30%;39.73%;17.11%;0.648;0.264;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
179.15%;39.57%;8.73%;0.705;0.124;{'roe': 0.9, 'fcfy': 0.1}
179.07%;39.50%;8.17%;0.645;0.127;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
179.03%;39.45%;12.24%;0.661;0.185;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
178.73%;39.15%;8.27%;0.644;0.128;{'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
178.69%;39.12%;16.48%;0.634;0.26;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
178.69%;39.11%;14.41%;0.627;0.23;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
177.93%;38.36%;6.03%;0.622;0.097;{'roe': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.4}
176.68%;37.11%;10.20%;0.639;0.159;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
176.44%;36.87%;14.08%;0.629;0.224;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
176.30%;36.73%;3.87%;0.622;0.062;{'roe': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
176.25%;36.67%;2.26%;0.696;0.032;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.2}
176.01%;36.43%;7.38%;0.599;0.123;{'roe': 0.1, 'dividend_yield': 0.9}
175.99%;36.41%;7.62%;0.678;0.112;{'roe': 0.6, 'fcfy': 0.3, 'dividend_yield': 0.1}
175.93%;36.35%;8.00%;0.619;0.129;{'roe': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
175.88%;36.30%;6.40%;0.635;0.101;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
175.73%;36.15%;5.06%;0.61;0.083;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
175.59%;36.02%;10.68%;0.65;0.164;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
175.57%;36.00%;13.28%;0.689;0.193;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
175.52%;35.95%;4.24%;0.606;0.07;{'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.6}
175.51%;35.93%;7.87%;0.643;0.123;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
174.98%;35.41%;-11.01%;0.666;-0.165;{'fcfy': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
174.81%;35.24%;8.04%;0.626;0.128;{'roe': 0.7, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
174.53%;34.96%;7.76%;0.613;0.127;{'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
174.13%;34.55%;5.49%;0.609;0.09;{'fcfy': 0.5, 'dividend_yield': 0.5}
173.94%;34.36%;9.49%;0.62;0.153;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
173.79%;34.22%;8.39%;0.632;0.133;{'roe': 0.8, 'dividend_yield': 0.2}
173.79%;34.22%;6.99%;0.694;0.101;{'roe': 0.8, 'fcfy': 0.2}
173.44%;33.87%;-1.95%;0.662;-0.03;{'roe': 0.8, 'roic_wacc': 0.2}
173.25%;33.67%;10.92%;0.641;0.17;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
172.83%;33.26%;9.85%;0.746;0.132;{'roe': 0.3, 'fcfy': 0.6, 'roic_wacc': 0.1}
172.81%;33.24%;9.34%;0.631;0.148;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
172.78%;33.20%;2.87%;0.703;0.041;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
172.76%;33.19%;11.30%;0.633;0.179;{'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
172.66%;33.08%;6.15%;0.623;0.099;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
172.62%;33.05%;5.20%;0.717;0.073;{'roe': 0.4, 'fcfy': 0.5, 'roic_wacc': 0.1}
172.51%;32.94%;3.74%;0.631;0.059;{'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
172.37%;32.79%;-16.53%;0.68;-0.243;{'fcfy': 0.6, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
172.35%;32.78%;2.80%;0.693;0.04;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
171.97%;32.40%;3.51%;0.641;0.055;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
171.88%;32.30%;8.20%;0.62;0.132;{'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
171.54%;31.97%;4.17%;0.698;0.06;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
170.88%;31.31%;-16.95%;0.658;-0.257;{'revenue_growth': 0.9, 'dividend_yield': 0.1}
170.12%;30.54%;1.08%;0.633;0.017;{'roe': 0.9, 'dividend_yield': 0.1}
169.92%;30.34%;11.29%;0.646;0.175;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
169.89%;30.31%;9.28%;0.627;0.148;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
169.74%;30.16%;3.64%;0.612;0.059;{'roe': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
169.71%;30.13%;1.84%;0.607;0.03;{'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
168.95%;29.38%;3.55%;0.59;0.06;{'fcfy': 0.6, 'dividend_yield': 0.4}
168.27%;28.69%;3.81%;0.618;0.062;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
168.17%;28.59%;3.47%;0.71;0.049;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
168.12%;28.54%;0.66%;0.593;0.011;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
167.97%;28.40%;9.90%;0.621;0.159;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
167.93%;28.36%;0.51%;0.647;0.008;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
167.87%;28.30%;0.27%;0.625;0.004;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
167.81%;28.24%;-5.57%;0.614;-0.091;{'roe': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
167.72%;28.15%;-1.42%;0.581;-0.024;{'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
167.70%;28.13%;9.10%;0.62;0.147;{'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
167.28%;27.71%;0.42%;0.635;0.007;{'roe': 0.6, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
167.08%;27.51%;10.62%;0.635;0.167;{'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
167.03%;27.46%;4.56%;0.664;0.069;{'roe': 0.5, 'fcfy': 0.4, 'dividend_yield': 0.1}
166.60%;27.02%;6.80%;0.588;0.115;{'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.4}
166.40%;26.82%;9.42%;0.587;0.161;{'roe': 0.1, 'fcfy': 0.2, 'dividend_yield': 0.7}
165.85%;26.28%;6.87%;0.618;0.111;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
165.56%;25.98%;-0.80%;0.638;-0.012;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
165.46%;25.89%;8.22%;0.631;0.13;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
165.43%;25.86%;-4.87%;0.654;-0.074;{'fcfy': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
165.28%;25.70%;2.21%;0.571;0.039;{'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.7}
164.89%;25.31%;-7.68%;0.641;-0.12;{'roe': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
164.42%;24.84%;3.05%;0.596;0.051;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
163.91%;24.33%;-1.00%;0.63;-0.016;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
163.89%;24.32%;-1.52%;0.585;-0.026;{'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
163.80%;24.22%;-22.47%;0.623;-0.361;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
163.77%;24.19%;4.79%;0.651;0.074;{'roe': 0.7, 'fcfy': 0.2, 'dividend_yield': 0.1}
163.47%;23.89%;0.49%;0.579;0.008;{'roic_wacc': 0.1, 'dividend_yield': 0.9}
163.39%;23.82%;5.02%;0.594;0.085;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
163.26%;23.69%;5.40%;0.604;0.089;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
162.59%;23.01%;10.95%;0.59;0.186;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
162.43%;22.85%;-3.21%;0.607;-0.053;{'roe': 0.6, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
162.32%;22.74%;-0.57%;0.62;-0.009;{'roe': 0.8, 'fcfy': 0.1, 'dividend_yield': 0.1}
161.71%;22.14%;1.40%;0.59;0.024;{'fcfy': 0.4, 'dividend_yield': 0.6}
161.54%;21.97%;6.98%;0.572;0.122;{'roe': 0.1, 'fcfy': 0.1, 'dividend_yield': 0.8}
160.73%;21.16%;4.50%;0.614;0.073;{'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
159.47%;19.90%;-1.63%;0.634;-0.026;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
159.47%;19.90%;-0.89%;0.634;-0.014;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
158.71%;19.14%;-6.81%;0.586;-0.116;{'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
158.37%;18.79%;-26.71%;0.588;-0.454;{'roic_wacc': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
157.97%;18.40%;0.32%;0.609;0.005;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
157.95%;18.38%;-4.28%;0.64;-0.067;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.2}
157.91%;18.34%;2.07%;0.592;0.035;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
157.36%;17.79%;-5.48%;0.601;-0.091;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
156.92%;17.35%;2.12%;0.58;0.037;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
155.11%;15.53%;-2.57%;0.555;-0.046;{'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
153.32%;13.74%;0.42%;0.569;0.007;{'fcfy': 0.3, 'dividend_yield': 0.7}
153.05%;13.47%;-10.08%;0.562;-0.179;{'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
153.04%;13.47%;-10.89%;0.583;-0.187;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
152.90%;13.32%;-2.06%;0.554;-0.037;{'fcfy': 0.2, 'dividend_yield': 0.8}
150.52%;10.95%;-20.67%;0.587;-0.352;{'roe': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
149.16%;9.59%;-3.87%;0.522;-0.074;{'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
146.48%;6.91%;-26.55%;0.566;-0.469;{'fcfy': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
146.05%;6.47%;-6.60%;0.564;-0.117;{'roe': 0.8, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
145.81%;6.23%;-18.23%;0.589;-0.309;{'revenue_growth': 0.7, 'dividend_yield': 0.3}
142.55%;2.98%;-4.75%;0.516;-0.092;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
