10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
201.80%;62.22%;23.46%;0.731;0.321;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
201.68%;62.10%;10.35%;0.693;0.149;{'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
201.59%;62.02%;12.69%;0.763;0.166;{'roe': 0.7, 'fcfy': 0.2, 'roic_wacc': 0.1}
201.48%;61.90%;9.08%;0.708;0.128;{'roe': 0.9, 'roic_wacc': 0.1}
201.09%;61.51%;8.70%;0.768;0.113;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
201.04%;61.46%;-14.73%;0.689;-0.214;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
201.02%;61.44%;9.86%;0.72;0.137;{'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
200.85%;61.28%;22.80%;0.755;0.302;{'roe': 0.3, 'fcfy': 0.5, 'dividend_yield': 0.2}
200.53%;60.95%;-8.98%;0.735;-0.122;{'fcfy': 0.1, 'revenue_growth': 0.9}
200.53%;60.95%;13.51%;0.77;0.175;{'roe': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
200.38%;60.80%;14.44%;0.713;0.202;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
200.31%;60.74%;13.42%;0.741;0.181;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
200.13%;60.56%;13.91%;0.831;0.167;{'fcfy': 0.9, 'revenue_growth': 0.1}
200.12%;60.54%;20.58%;0.697;0.295;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
200.10%;60.53%;13.69%;0.677;0.202;{'roe': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
199.98%;60.41%;-10.61%;0.771;-0.138;{'roe': 0.1, 'fcfy': 0.6, 'revenue_growth': 0.3}
199.96%;60.38%;19.11%;0.747;0.256;{'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
199.74%;60.16%;18.13%;0.693;0.261;{'roe': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.66%;60.09%;10.97%;0.735;0.149;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
199.63%;60.06%;21.61%;0.68;0.318;{'fcfy': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
199.63%;60.06%;16.36%;0.717;0.228;{'fcfy': 0.2, 'dividend_yield': 0.8}
199.63%;60.06%;7.57%;0.726;0.104;{'roe': 0.7, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
199.61%;60.04%;16.81%;0.673;0.25;{'roe': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
199.59%;60.02%;24.24%;0.708;0.342;{'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.53%;59.96%;12.36%;0.804;0.154;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
199.32%;59.74%;23.69%;0.711;0.333;{'roe': 0.1, 'fcfy': 0.3, 'dividend_yield': 0.6}
199.03%;59.45%;18.24%;0.71;0.257;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
198.69%;59.12%;15.03%;0.708;0.212;{'roe': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
198.49%;58.92%;19.92%;0.731;0.273;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
198.48%;58.90%;1.66%;0.723;0.023;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.2}
198.27%;58.69%;16.52%;0.777;0.213;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
198.14%;58.56%;10.48%;0.686;0.153;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
197.98%;58.40%;12.62%;0.678;0.186;{'roe': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
197.95%;58.37%;6.01%;0.723;0.083;{'revenue_growth': 0.5, 'dividend_yield': 0.5}
197.86%;58.29%;15.94%;0.724;0.22;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
197.71%;58.14%;14.53%;0.719;0.202;{'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
197.70%;58.12%;15.48%;0.722;0.215;{'roe': 0.3, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
197.69%;58.11%;10.09%;0.676;0.149;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
197.65%;58.08%;6.27%;0.761;0.082;{'roe': 0.6, 'roic_wacc': 0.4}
197.47%;57.90%;19.21%;0.728;0.264;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
197.31%;57.73%;18.28%;0.712;0.257;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
197.17%;57.60%;15.74%;0.694;0.227;{'roe': 0.6, 'dividend_yield': 0.4}
196.92%;57.34%;-6.75%;0.721;-0.094;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
196.89%;57.31%;9.31%;0.741;0.126;{'roe': 0.5, 'roic_wacc': 0.5}
196.71%;57.14%;13.56%;0.68;0.199;{'fcfy': 0.5, 'dividend_yield': 0.5}
196.67%;57.10%;-11.53%;0.719;-0.16;{'fcfy': 0.1, 'revenue_growth': 0.8, 'dividend_yield': 0.1}
196.65%;57.08%;-18.09%;0.704;-0.257;{'roic_wacc': 0.1, 'revenue_growth': 0.8, 'dividend_yield': 0.1}
196.49%;56.91%;15.25%;0.787;0.194;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.2}
196.29%;56.71%;10.81%;0.702;0.154;{'revenue_growth': 0.3, 'dividend_yield': 0.7}
196.16%;56.59%;20.69%;0.664;0.312;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
196.16%;56.58%;9.24%;0.726;0.127;{'fcfy': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
195.57%;56.00%;-9.12%;0.748;-0.122;{'fcfy': 0.2, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
195.54%;55.97%;18.01%;0.688;0.262;{'roe': 0.2, 'fcfy': 0.1, 'dividend_yield': 0.7}
195.25%;55.68%;15.60%;0.714;0.219;{'fcfy': 0.4, 'dividend_yield': 0.6}
194.63%;55.05%;10.91%;0.687;0.159;{'roe': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
194.33%;54.76%;15.53%;0.674;0.231;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
194.32%;54.74%;22.28%;0.736;0.303;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
194.24%;54.66%;16.01%;0.677;0.236;{'roe': 0.7, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
194.23%;54.65%;14.14%;0.664;0.213;{'roe': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
194.20%;54.63%;10.40%;0.755;0.138;{'fcfy': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
193.96%;54.39%;13.82%;0.69;0.2;{'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
193.96%;54.38%;12.33%;0.716;0.172;{'roe': 0.2, 'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
193.85%;54.28%;20.10%;0.718;0.28;{'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
193.77%;54.20%;15.98%;0.631;0.253;{'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
193.72%;54.15%;3.32%;0.755;0.044;{'fcfy': 0.8, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
193.34%;53.76%;15.55%;0.767;0.203;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
193.10%;53.53%;5.79%;0.702;0.082;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
193.08%;53.50%;10.43%;0.664;0.157;{'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.5}
193.06%;53.48%;-12.22%;0.703;-0.174;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
193.01%;53.44%;17.89%;0.663;0.27;{'roe': 0.7, 'dividend_yield': 0.3}
192.93%;53.35%;8.74%;0.715;0.122;{'roe': 0.1, 'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
192.80%;53.22%;9.26%;0.644;0.144;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
192.70%;53.13%;18.67%;0.715;0.261;{'fcfy': 0.3, 'dividend_yield': 0.7}
192.66%;53.08%;18.45%;0.691;0.267;{'fcfy': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
192.20%;52.62%;17.96%;0.725;0.248;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
192.06%;52.49%;15.16%;0.755;0.201;{'roe': 0.1, 'fcfy': 0.8, 'roic_wacc': 0.1}
191.47%;51.90%;13.19%;0.736;0.179;{'roe': 0.9, 'fcfy': 0.1}
191.33%;51.76%;15.10%;0.666;0.227;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
191.21%;51.63%;13.94%;0.669;0.208;{'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
191.17%;51.60%;9.02%;0.664;0.136;{'roic_wacc': 0.4, 'dividend_yield': 0.6}
190.83%;51.26%;19.89%;0.68;0.293;{'roe': 0.1, 'fcfy': 0.2, 'dividend_yield': 0.7}
190.74%;51.17%;2.05%;0.738;0.028;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.4}
190.71%;51.13%;17.86%;0.665;0.268;{'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
190.69%;51.12%;18.06%;0.705;0.256;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
190.55%;50.98%;-18.57%;0.725;-0.256;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.1}
190.42%;50.85%;4.83%;0.69;0.07;{'fcfy': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
190.35%;50.78%;15.67%;0.66;0.237;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
190.29%;50.71%;19.17%;0.713;0.269;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
190.20%;50.63%;4.71%;0.658;0.072;{'roic_wacc': 0.3, 'dividend_yield': 0.7}
190.19%;50.61%;10.84%;0.705;0.154;{'roe': 0.6, 'fcfy': 0.3, 'dividend_yield': 0.1}
190.17%;50.59%;-0.39%;0.713;-0.005;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.2}
189.67%;50.09%;8.48%;0.672;0.126;{'revenue_growth': 0.2, 'dividend_yield': 0.8}
189.47%;49.89%;5.03%;0.702;0.072;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
189.41%;49.84%;9.71%;0.635;0.153;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
189.31%;49.73%;9.45%;0.689;0.137;{'roe': 0.5, 'fcfy': 0.2, 'dividend_yield': 0.3}
189.19%;49.62%;10.43%;0.738;0.141;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.2}
189.16%;49.58%;1.50%;0.732;0.021;{'roe': 0.7, 'roic_wacc': 0.3}
188.98%;49.41%;18.93%;0.671;0.282;{'roe': 0.1, 'fcfy': 0.1, 'dividend_yield': 0.8}
188.97%;49.40%;14.20%;0.676;0.21;{'roe': 0.8, 'dividend_yield': 0.2}
188.70%;49.13%;17.56%;0.711;0.247;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
188.60%;49.02%;8.26%;0.753;0.11;{'roe': 0.6, 'fcfy': 0.3, 'roic_wacc': 0.1}
188.56%;48.98%;6.65%;0.719;0.092;{'roe': 0.5, 'fcfy': 0.4, 'roic_wacc': 0.1}
188.37%;48.79%;7.46%;0.659;0.113;{'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
188.30%;48.73%;14.49%;0.667;0.217;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
188.03%;48.46%;7.12%;0.685;0.104;{'roe': 0.9, 'dividend_yield': 0.1}
188.01%;48.44%;11.89%;0.66;0.18;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
187.93%;48.36%;13.77%;0.659;0.209;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
187.91%;48.33%;4.31%;0.711;0.061;{'revenue_growth': 0.6, 'dividend_yield': 0.4}
187.90%;48.33%;13.04%;0.649;0.201;{'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
187.89%;48.32%;14.54%;0.727;0.2;{'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
187.88%;48.30%;11.85%;0.645;0.184;{'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
187.44%;47.87%;10.72%;0.707;0.152;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
187.42%;47.85%;11.63%;0.731;0.159;{'fcfy': 0.9, 'dividend_yield': 0.1}
187.22%;47.65%;-5.54%;0.67;-0.083;{'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
187.06%;47.49%;-22.50%;0.704;-0.32;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
186.85%;47.27%;10.43%;0.653;0.16;{'roe': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.5}
186.28%;46.71%;12.85%;0.651;0.197;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
186.25%;46.68%;11.82%;0.754;0.157;{'roe': 0.7, 'fcfy': 0.3}
185.98%;46.40%;15.31%;0.666;0.23;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
185.62%;46.05%;9.99%;0.657;0.152;{'roe': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.6}
185.33%;45.75%;11.49%;0.63;0.182;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
185.15%;45.58%;12.46%;0.632;0.197;{'roic_wacc': 0.6, 'dividend_yield': 0.4}
185.03%;45.45%;15.05%;0.737;0.204;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
184.78%;45.21%;14.34%;0.776;0.185;{'roe': 0.4, 'fcfy': 0.6}
184.36%;44.78%;11.56%;0.644;0.179;{'roic_wacc': 0.5, 'dividend_yield': 0.5}
184.15%;44.58%;14.92%;0.669;0.223;{'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
183.63%;44.05%;10.68%;0.643;0.166;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
183.53%;43.96%;13.81%;0.663;0.208;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
183.33%;43.75%;7.39%;0.653;0.113;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
183.12%;43.54%;5.56%;0.648;0.086;{'roe': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
183.05%;43.47%;5.40%;0.7;0.077;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
182.89%;43.31%;9.60%;0.647;0.148;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
182.32%;42.74%;10.64%;0.637;0.167;{'roe': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
182.31%;42.74%;7.86%;0.647;0.121;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
182.23%;42.65%;17.02%;0.634;0.269;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
181.93%;42.36%;9.72%;0.678;0.143;{'roe': 0.6, 'fcfy': 0.1, 'dividend_yield': 0.3}
181.88%;42.31%;8.58%;0.625;0.137;{'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
181.54%;41.96%;-4.41%;0.73;-0.06;{'fcfy': 0.8, 'revenue_growth': 0.2}
181.46%;41.89%;9.58%;0.732;0.131;{'roe': 0.6, 'fcfy': 0.4}
181.17%;41.60%;5.68%;0.613;0.093;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
180.74%;41.17%;3.52%;0.672;0.052;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
180.64%;41.07%;9.90%;0.64;0.155;{'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
180.41%;40.84%;5.72%;0.714;0.08;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
180.37%;40.79%;9.81%;0.71;0.138;{'roe': 0.8, 'fcfy': 0.2}
180.02%;40.45%;5.89%;0.611;0.096;{'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.7}
179.45%;39.88%;4.32%;0.669;0.065;{'roe': 0.6, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
179.29%;39.72%;4.08%;0.661;0.062;{'roe': 0.8, 'fcfy': 0.1, 'dividend_yield': 0.1}
178.92%;39.34%;11.47%;0.654;0.175;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
178.56%;38.98%;8.71%;0.646;0.135;{'fcfy': 0.1, 'dividend_yield': 0.9}
178.55%;38.98%;2.43%;0.644;0.038;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
178.02%;38.44%;5.69%;0.634;0.09;{'roe': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
177.79%;38.21%;10.99%;0.666;0.165;{'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
177.49%;37.91%;3.18%;0.693;0.046;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
177.45%;37.88%;1.52%;0.652;0.023;{'roe': 0.6, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
176.92%;37.34%;6.32%;0.657;0.096;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
176.12%;36.54%;0.47%;0.682;0.007;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.2}
175.99%;36.42%;7.07%;0.639;0.111;{'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
175.98%;36.40%;-10.64%;0.653;-0.163;{'fcfy': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
175.73%;36.15%;4.61%;0.665;0.069;{'fcfy': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
175.58%;36.00%;4.93%;0.618;0.08;{'roe': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.4}
175.44%;35.86%;3.74%;0.704;0.053;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
174.96%;35.39%;-5.49%;0.629;-0.087;{'roe': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
174.88%;35.31%;4.23%;0.633;0.067;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
174.86%;35.29%;8.37%;0.683;0.123;{'roe': 0.7, 'fcfy': 0.2, 'dividend_yield': 0.1}
174.78%;35.20%;1.47%;0.597;0.025;{'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.6}
174.65%;35.07%;2.45%;0.622;0.039;{'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
174.27%;34.69%;5.76%;0.605;0.095;{'fcfy': 0.6, 'dividend_yield': 0.4}
174.15%;34.57%;-3.82%;0.655;-0.058;{'roe': 0.8, 'roic_wacc': 0.2}
173.73%;34.16%;-3.19%;0.674;-0.047;{'fcfy': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
173.73%;34.15%;15.03%;0.619;0.243;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
173.20%;33.62%;0.68%;0.646;0.011;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
173.12%;33.54%;-14.89%;0.665;-0.224;{'revenue_growth': 0.9, 'dividend_yield': 0.1}
172.43%;32.85%;5.34%;0.702;0.076;{'roe': 0.1, 'fcfy': 0.9}
171.92%;32.35%;-6.53%;0.629;-0.104;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
170.99%;31.42%;2.52%;0.65;0.039;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
170.96%;31.39%;-4.75%;0.64;-0.074;{'fcfy': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
170.57%;31.00%;8.14%;0.641;0.127;{'roe': 0.4, 'fcfy': 0.3, 'dividend_yield': 0.3}
170.29%;30.72%;10.65%;0.625;0.17;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
170.03%;30.46%;5.28%;0.607;0.087;{'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
169.77%;30.19%;3.67%;0.659;0.056;{'roe': 0.5, 'fcfy': 0.4, 'dividend_yield': 0.1}
169.74%;30.17%;7.26%;0.694;0.105;{'roe': 0.2, 'fcfy': 0.8}
168.91%;29.34%;8.78%;0.719;0.122;{'roe': 0.1, 'fcfy': 0.7, 'roic_wacc': 0.2}
168.24%;28.66%;3.70%;0.634;0.058;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
167.73%;28.16%;12.56%;0.664;0.189;{'roe': 0.3, 'fcfy': 0.6, 'dividend_yield': 0.1}
167.29%;27.72%;6.09%;0.614;0.099;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
167.12%;27.55%;2.13%;0.696;0.031;{'roe': 0.4, 'fcfy': 0.5, 'roic_wacc': 0.1}
166.87%;27.29%;-4.10%;0.62;-0.066;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
166.75%;27.17%;7.98%;0.626;0.128;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
166.72%;27.14%;9.62%;0.628;0.153;{'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
166.36%;26.78%;2.79%;0.608;0.046;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
166.33%;26.76%;6.68%;0.584;0.114;{'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.4}
166.19%;26.62%;-20.15%;0.631;-0.319;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
165.46%;25.89%;-0.44%;0.638;-0.007;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
165.06%;25.49%;3.58%;0.586;0.061;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
164.93%;25.36%;7.60%;0.625;0.122;{'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
164.55%;24.98%;10.81%;0.702;0.154;{'roe': 0.2, 'fcfy': 0.7, 'roic_wacc': 0.1}
164.24%;24.67%;7.09%;0.719;0.099;{'roe': 0.3, 'fcfy': 0.6, 'roic_wacc': 0.1}
163.49%;23.92%;-4.50%;0.596;-0.075;{'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
163.21%;23.64%;9.01%;0.615;0.147;{'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.7}
162.77%;23.20%;0.78%;0.683;0.011;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
162.05%;22.47%;-21.43%;0.603;-0.355;{'fcfy': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
161.14%;21.56%;4.02%;0.589;0.068;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
159.81%;20.23%;-7.60%;0.58;-0.131;{'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
159.70%;20.13%;-5.30%;0.642;-0.083;{'fcfy': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
158.16%;18.59%;1.32%;0.607;0.022;{'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
157.41%;17.83%;-9.79%;0.609;-0.161;{'roe': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
156.72%;17.15%;-19.13%;0.602;-0.318;{'roe': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
156.44%;16.86%;-19.41%;0.626;-0.31;{'fcfy': 0.6, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
155.58%;16.01%;-26.71%;0.582;-0.459;{'roic_wacc': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
153.44%;13.86%;-3.31%;0.587;-0.056;{'roe': 0.8, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
