"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"";"Land";"Lista";"Sektor";"Bransch";"Ticker";"Instrument";"Rapport";"Utveck.  5 år";"Snitt 5 år";"Senaste";"Senaste";"Senaste";"Senaste";"Snitt 5 år";"Senaste";"Snitt 5 år";"Senaste";"Snitt 5 år";"År. tillv. 5 år";"Senaste"
"Arc Aroma Pure";"Sverige";"First North";"Hälsovård";"Läkemedel";"AAP B";"Aktier";"Q3-2018";5.415026;"";16.69679;20.06136;4.85929;335.7226;-0.08623708;8.827;-0.09218355;2.3238;-9.1084;"";342.4876
"Archelon";"Sverige";"NGM";"Material";"Gruv & Metall";"ALON B";"Aktier";"Q4-2017";"";"";-10.34722;52.44386;5.912251;11.09687;-0.5860004;76.026;-0.420578;-0.0144;-0.4798;"";11.32787
"Archer";"Norge";"OB Match";"Energi";"Olja & Gas";"ARCHER";"Aktier";"Q4-2017";-0.7325243;"";2.96987;0.2142857;0.9054748;6269.544;-0.2047475;131.4;-1.623146;3.7106;7.788404;"";1448.028
"Arcoma";"Sverige";"First North";"Hälsovård";"Sjukvård";"ARCOMA";"Aktier";"Q1-2018";"";"";-11.82575;1.316552;3.172249;122.4442;-0.2036695;12.644;-0.1855758;-0.8287;-7.4846;"";123.9112
"Arctic Minerals";"Sverige";"First North";"Material";"Gruv & Metall";"ARCT";"Aktier";"Q4-2017";-0.2231998;"";-13.44689;"";0.453097;21.06346;-0.2071294;32.336;-0.1986093;-0.0499;-1.8576;"";21.69746
"Arctic Paper";"Sverige";"Small Cap";"Material";"Skog";"ARP";"Aktier";"Q1-2018";0.1347151;"";11.56649;0.1129557;0.5587869;1374.499;0.0125602;69.287;0.01972115;0.9467;163.778;"";758.6926
"Arcus";"Norge";"OB Match";"Dagligvaror";"Konsumentprodukter";"ARCUS";"Aktier";"Q1-2018";"";0.958;15.55282;1.04155;1.691469;3480.129;0.03839945;68.023;0.06927949;2.5976;70.0368;0.6932931;2748.129
"Arendals Fossekompani";"Norge";"OB Standard";"Kraftförsörjning";"Energiproducenter";"AFK";"Aktier";"Q4-2017";1.2375;137.8;3.279714;1.808987;1.892262;8882.62;0.1453418;2.239;0.1787314;1091.559;931.2;0.4998544;8015.62
"Arise Windpower";"Sverige";"Small Cap";"Kraftförsörjning";"Energiproducenter";"ARISE";"Aktier";"Q1-2018";-0.4273504;"";-2.585076;1.650227;0.536225;1427.212;-0.05889904;33.374;-0.125099;-5.1836;180;"";447.2116
"Arjo";"Sverige";"Large Cap";"Hälsovård";"Sjukvård";"ARJO B";"Aktier";"Q1-2018";"";0.2;2037.671;1.052339;1.519694;12652.01;0.02980751;272.37;0.03167693;0.0146;217.2;"";8103.007
"Arkil Holding";"Denmark";"Small Cap";"Industri";"Byggnation";"ARKIL B";"Aktier";"Q4-2017";1.280374;"";5.032501;0.1666815;0.6030418;494.18;"";0.429;"";242.4242;"";"";523.38
"AroCell";"Sverige";"First North";"Hälsovård";"Sjukvård";"AROC";"Aktier";"Q1-2018";1.181479;"";-13.25121;511.7602;5.370851;214.108;-0.4376609;28.674;-0.2404153;-0.6007;-14.3612;"";228.245
"Asetek";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"ASETEK";"Aktier";"Q1-2018";1.340881;1.69;74.95533;4.150652;7.33813;1862.412;-0.2765031;24.95;-0.1391279;1.0633;-3.162139;"";1988.515
"Asiakastieto";"Finland";"Mid Cap";"Informationsteknik";"IT-Tjänster";"ATG1V";"Aktier";"Q1-2018";"";0.714;30.20844;7.859212;6.427568;502.627;0.0883501;15.102;0.1441768;0.9931;12.4796;"";453.06
"Aspire Global";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"ASPIRE";"Aktier";"Q1-2018";"";"";12.94259;1.6834;4.06497;1030.464;"";41.994;"";2.1634;"";"";1175.832
"Aspo";"Finland";"Mid Cap";"Industri";"Tjänster & Leverans";"ASPO";"Aktier";"Q4-2017";0.6144144;0.33;14.30624;0.55023;2.47138;394.236;0.08567906;30.975;0.15289;0.6263;9.196779;0.1196093;277.536
"Aspocomp";"Finland";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"ACG1V";"Aktier";"Q1-2018";0.9160306;0.028;12.79959;0.6862788;1.345963;18.69657;-0.004700348;6.407;0.001195034;0.1961;-0.7086;"";16.08157
"Assa Abloy";"Sverige";"Large Cap";"Industri";"Byggprodukter";"ASSA B";"Aktier";"Q1-2018";1.146292;2.88332;24.5696;2.785465;3.954916;237646.5;0.1083498;1110.776;0.1671032;7.8125;2430.2;0.1270551;213213.5
"AstraZeneca";"Sverige";"Large Cap";"Hälsovård";"Läkemedel";"AZN";"Aktier";"Q1-2018";0.894121;23.66;35.52074;4.443283;7.255011;989305.4;0.07072598;1266;0.1573273;18.2316;3203.95;0.06487992;819861.6
"Atea";"Norge";"OB Match";"Informationsteknik";"IT-Tjänster";"ATEA";"Aktier";"Q1-2018";1.252236;6.4;23.27914;0.3907894;3.88557;13927.4;0.1393344;106.174;0.1443418;5.2837;765.6;0.09968925;13059.4
"Athena Investments";"Denmark";"Small Cap";"Kraftförsörjning";"Energiproducenter";"ATHENA";"Aktier";"Q4-2017";-0.0918368;"";13.78563;2.151235;0.5799736;1862.806;"";101.367;"";0.6456;"";"";902.1663
"Atlantic Lumpus";"Norge";"Merkur Market";"Dagligvaror";"Livsmedel";"ATLU-ME";"Aktier";"Q4-2017";"";"";17.47319;4.674536;9.141726;123.613;"";3.6;"";1.7627;"";"";110.88
"Atlantic Petroleum";"Norge";"OB Standard";"Energi";"Olja & Gas";"ATLA NOK";"Aktier";"Q3-2017";"";"";-1.070273;4.188792;-0.2984925;129.8364;0.6244602;3.697;-0.2362004;-8.5025;-65.50592;"";33.6427
"Atlantic Petroleum ddk";"Denmark";"Small Cap";"Energi";"Olja & Gas";"ATLA DKK";"Aktier";"Q3-2017";-0.9567647;"";-0.001069801;0.004231228;-0.0003013625;76982.17;0.6215583;3.697;-0.2362004;-6870.436;-60949;"";27.17295
"Atlas Copco A";"Sverige";"Large Cap";"Industri";"Produktion";"ATCO A";"Aktier";"Q1-2018";1.005939;7.82;25.19662;3.901472;6.375293;432897.3;0.2076694;1213.4;0.2483975;14.0753;14451.8;0.07183249;430332.3
"Atlas Copco B";"Sverige";"Large Cap";"Industri";"Produktion";"ATCO B";"Pref";"Q1-2018";1.040532;7.82;22.89116;3.544492;5.791963;393522.5;0.2076694;1213.4;0.2483975;14.0753;14451.8;0.07183249;390957.5
"Atria";"Finland";"Mid Cap";"Dagligvaror";"Livsmedel";"ATRAV";"Aktier";"Q1-2018";0.8025477;0.452;11.80889;0.2208224;0.7699561;568.3937;0.03480249;28.268;0.05303117;0.9586;29.7684;"";319.9938
"Atrium Ljungberg";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"ATRLJ B";"Aktier";"Q1-2018";0.5327913;3.96;7.372801;7.167979;0.9996524;35895.45;0.06664996;133.221;0.1393836;19.1786;-672.92;0.1761845;18837.45
"Attana";"Sverige";"NGM";"Hälsovård";"Läkemedel";"ATANA MTF";"Aktier";"Q4-2017";"";"";-10.78014;15.44262;5.542555;71.1759;"";121.763;"";-0.0564;"";"";74.03191
"Attendo";"Sverige";"Large Cap";"Hälsovård";"Sjukvård";"ATT";"Aktier";"Q1-2018";"";0.86;20.90784;1.120769;2.335018;17902.8;0.05693433;160.413;0.1057211;3.9148;-298;0.1152866;13129.8
"Atvexa";"Sverige";"First North";"Sällanköpsvaror";"Konsument";"ATVEXA B";"Aktier";"Q2-2018";"";"";18.31023;0.5531148;2.797104;545.716;"";10.874;"";2.6761;"";"";532.826
"Auriant Mining";"Sverige";"First North";"Material";"Gruv & Metall";"AUR";"Aktier";"Q4-2017";-0.7696078;"";-4.379426;0.2920869;-0.449918;644.2371;-0.5335531;35.609;-8.682483;-0.5366;17.395;"";83.68115
"Austevoll Seafood";"Norge";"OB Match";"Dagligvaror";"Livsmedel";"AUSS";"Aktier";"Q1-2018";1.691429;2.46;11.07024;0.9325498;0.9131452;22877.9;0.04759056;202.717;0.06468638;8.5093;1443.694;0.1281306;19095.94
"Autoliv";"Sverige";"Large Cap";"Industri";"Produktion";"ALIV SDB";"Aktier";"Q1-2018";1.498113;18.97152;35.52589;1.37514;3.183874;119945.5;0.09788246;88.1;0.1199814;37.2686;1324.191;0.023471;116644.4
"Avance Gas";"Norge";"OB Match";"Energi";"Olja & Gas";"AVANCE";"Aktier";"Q1-2018";"";16.75814;-3.313475;1.614278;0.4401922;4706.218;0.02856805;64.5;0.02192323;-6.5128;-535.1675;"";1391.91
"Avanza";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"AZA";"Aktier";"Q1-2018";1.983529;9.8;35.17839;13.24846;10.7891;43447.7;0.003759032;30.121;0.3105294;12.6157;-1135.2;0.1359445;13367.7
"Awardit";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"AWRD";"Aktier";"Q1-2018";"";1.954;26.31579;6.299406;12.70266;290.3894;3.340066;5.194;0.7691014;2.2268;10.44975;0.09676183;304.3684
"Avensia";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"AVEN";"Aktier";"Q1-2018";11.39583;0.342;44.43615;2.225568;10.85661;403.3246;0.7388126;35.544;0.5817445;0.2678;13.3426;0.05896035;422.9736
"Awilco Drilling";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"AWDR";"Aktier";"Q1-2018";-0.5031579;12.8558;7.233051;1.329561;0.5755655;1397.759;0.2657371;30.032;0.2693644;6.5256;574.6332;-0.235052;1417.51
"Awilco LNG";"Norge";"Oslo Axess";"Industri";"Tjänster & Leverans";"ALNG";"Aktier";"Q4-2017";-0.6685715;"";-2.479427;3.858153;0.6207219;2470.432;-0.04837167;132.548;-0.1326277;-1.8714;-152.6059;"";615.0227
"Avocent Mining";"Norge";"OB Match";"Material";"Gruv & Metall";"AVM";"Aktier";"Q2-2017";-0.8472222;"";-0.8950366;0.06663742;-0.06014917;382.852;-2.46058;20.2893;-0.5902269;-1.8435;-104.3324;"";33.47734
"Avtech";"Sverige";"First North";"Industri";"Tjänster & Leverans";"AVT B";"Aktier";"Q1-2018";3.134043;"";-72.26277;15.01079;7.685938;204.9608;-0.6268137;56.48;-0.1880237;-0.0548;-7.7;"";223.6608
"Axactor";"Norge";"OB Match";"Finans & Fastighet";"Bank";"AXA";"Aktier";"Q1-2018";"";"";117.8295;3.556995;1.408894;5537.672;"";122.6488;"";0.2322;"";"";3355.671
"Axfood";"Sverige";"Large Cap";"Dagligvaror";"Livsmedel";"AXFO";"Aktier";"Q1-2018";1.330832;6.65;22.94243;0.7318316;10.92213;34374.96;0.3523605;209.871;0.3400119;7.1091;1620.6;0.08616378;34229.96
"aXichem";"Sverige";"First North";"Hälsovård";"Bioteknik";"AXIC A";"Aktier";"Q1-2018";1.535088;"";-55.67328;3820.477;13.34207;424.5974;-0.2622318;14.806;-0.2368356;-0.5191;-11.2656;"";427.8934
"Axis";"Sverige";"Large Cap";"Informationsteknik";"Elektronisk utrustning";"AXIS";"Aktier";"Q1-2018";0.8901734;0.19;30.91175;2.630733;7.010632;21177.55;0.4776225;69.461;0.3240521;10.5785;463.86;0.08953446;22713.75
"Axkid";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"AXKID";"Aktier";"Q1-2018";"";"";17.52835;1.177545;4.106368;114.824;-0.01612122;9.7;-0.07721166;0.6789;-4.2385;"";115.43
"Ayima";"Sverige";"Aktietorget";"Informationsteknik";"IT-Tjänster";"AYIMA";"Aktier";"Q1-2018";"";"";-27.64108;0.9479012;2.843704;139.404;"";5.235;"";-0.9551;"";"";138.204
"B2Holding";"Norge";"OB Match";"Finans & Fastighet";"Bank";"B2H";"Aktier";"Q1-2018";"";0.15;13.03681;3.120283;1.781427;13757.19;0.04248434;369.12;0.103311;1.4344;-2057.572;0.8584599;6902.544
"B3IT Management";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"B3IT";"Aktier";"Q1-2018";"";2.018;26.08998;1.020303;5.617241;695.79;0.3042664;7.421;0.3626885;3.4496;-3;"";667.89
"Bactiguard";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"BACTI B";"Aktier";"Q1-2018";"";"";-60.05222;6.313999;2.433165;1071.534;-0.05636718;33.302;-0.07288245;-0.4596;-23.7994;"";919.1352
"Bahnhof";"Sverige";"Aktietorget";"Telekommunikation";"Telekommunikationstjänster";"BAHN B";"Aktier";"Q1-2018";5.666667;0.39;43.25033;3.379343;11.99768;3317.051;0.9330867;107.565;0.3295585;0.763;72.70061;0.08964763;3549.645
"Bakkafrost";"Norge";"OBX";"Dagligvaror";"Livsmedel";"BAKKA";"Aktier";"Q1-2018";5.122744;11.0061;22.51068;4.181575;4.132862;20718.33;0.2091674;48.556;0.2658812;18.8355;661.9368;0.0826552;20587.74
"Balco Group";"Sverige";"Small Cap";"Industri";"Byggprodukter";"BALCO";"Aktier";"Q1-2018";"";0.4;29.73717;1.455939;3.624637;1590.804;0.03802561;21.428;0.04705798;2.2867;60.06;"";1457.104
"Baltic Sea Properties";"Norge";"Merkur Market";"Finans & Fastighet";"Fastigheter";"BALT-ME";"Aktier";"Q3-2017";"";"";"";"";"";0.03;"";0.001;"";"";"";"";0.03
"Bambuser";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"BUSER";"Aktier";"Q4-2017";"";"";-0.3589547;0.7328557;0.420842;-15.74175;"";15.175;"";-2.0894;"";"";11.38125
"Bang & Olufsen";"Denmark";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"BO";"Aktier";"Q3-2018";1.453571;"";-125.2279;1.831195;3.65765;5115.268;"";43.197;"";-1.0972;"";"";5935.268
"BankNordik";"Denmark";"Mid Cap";"Finans & Fastighet";"Bank";"BNORDIK CSE";"Aktier";"Q1-2018";0.1039604;"";4.250955;1.804747;0.6016837;1248.935;"";10;"";26.2294;"";"";1115
"Basware";"Finland";"Mid Cap";"Informationsteknik";"IT-Tjänster";"BAS1V";"Aktier";"Q1-2018";1;0.02;1675;3.881628;4.797988;570.8636;-0.02451155;14.343;-0.03213122;0.024;-11.2736;-0.347492;576.5886
"Bavarian Nordic";"Denmark";"Mid Cap";"Hälsovård";"Bioteknik";"BAVA";"Aktier";"Q4-2017";1.839568;"";34.19685;4.526019;2.474299;4019.523;"";31.423;"";5.771;"";"";6201.329
"Bayn Europe";"Sverige";"First North";"Dagligvaror";"Livsmedel";"BAYN";"Aktier";"Q1-2018";"";"";-0.574611;1.672117;2.442903;11.16565;-1.350926;10.061;-1.789948;-1.1312;-8.4882;"";6.53965
"BBS-Bioactive Bone";"Sverige";"First North";"Hälsovård";"Läkemedel";"BONES";"Aktier";"Q4-2017";"";"";-4.361977;965.5156;17.86351;279.6911;"";5.09;"";-8.9409;"";"";198.51
"BBS-Bioactive Bone FI";"Finland";"First North";"Hälsovård";"Läkemedel";"BONEH";"Aktier";"Q4-2017";"";"";-4.484305;0.99255;0.01836355;7916.851;"";5.09;"";-0.8697;"";"";19.851
"BE Group";"Sverige";"Small Cap";"Industri";"Handel & Distribution";"BEGR";"Aktier";"Q1-2018";-0.8022058;"";23.30055;0.1559974;0.8122119;1195.005;-0.03026884;12.9832;-0.05563329;2.2875;19.2;"";692.0046
"Beijer Alma";"Sverige";"Mid Cap";"Industri";"Produktion";"BEIA B";"Aktier";"Q1-2018";0.8799279;4.65;19.58994;1.942456;4.24739;8606.47;0.1884029;60.262;0.1915773;6.6575;198.7;0.06780026;7859.37
"Beijer Electronics";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"BELE";"Aktier";"Q1-2018";-0.4189473;0.5;175.3494;0.9421721;1.926213;1641.224;-0.0109073;28.601;-0.02643103;0.2361;-8.353399;-0.3668281;1184.081
"Beijer Ref";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"BEIJ B";"Aktier";"Q1-2018";3.120805;1.81662;34.92208;1.906726;5.442168;21541.05;0.09758867;127.173;0.1403927;4.3955;129.54;0.1905605;19521.05
"Belships";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"BEL";"Aktier";"Q1-2018";0.01697625;0.04;3.881715;1.030795;0.994998;423.882;-0.07487741;46.804;-0.2259448;1.3087;40.07164;"";237.7643
"Beowulf Mining";"Sverige";"Aktietorget";"Material";"Gruv & Metall";"BEO SDB";"Aktier";"Q4-2017";-0.15;"";-31.7757;"";3.424874;325.2787;-0.2523579;502.63;-0.2250974;-0.0214;-21.16166;"";341.7884
"Bergen Group";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"BERGEN";"Aktier";"Q1-2018";-0.6676417;"";-7.805925;0.6690452;0.9108418;135.0943;-7.452341;93.96;-1.210893;-0.2329;-12.1002;"";170.8193
"BerGenBio";"Norge";"OB Match";"Hälsovård";"Bioteknik";"BGBIO";"Aktier";"Q1-2018";"";"";-15.13344;"";8.713555;2257.36;"";49.742;"";-3.4361;"";"";2586.584
"Bergman & Beving";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"BERG B";"Aktier";"Q4-2018";0.1769968;4;2.048838;0.6671007;1.641436;2928.999;0.1732702;27.785;0.251314;44.9523;132;0.4158752;2558.999
"Bergs Timber";"Sverige";"Small Cap";"Material";"Skog";"BRG B";"Aktier";"Q2-2018";1.170543;0.02;9.566109;0.3499498;1.1715;610.5064;0.006114306;170.788;0.004725458;0.2927;18.3;"";478.2064
"Berkshire Hathaway";"USA";"NYSE & Nasdaq
";"Finans & Fastighet";"Investmentbolag";"BRK-B";"Aktier";"Q3-2017";0.7823288;"";26.31753;2.040132;1.594255;491473.8;"";2466;0.08111988;7.5729;-14547.4;0.04820305;491473.8
"Besqab";"Sverige";"Mid Cap";"Industri";"Byggnation";"BESQ";"Aktier";"Q1-2018";"";5.35;5.14015;0.8130649;1.180753;1176.534;0.3542654;15.389;0.227637;19.9216;213.6336;0.2989687;1575.834
"Betsson";"Sverige";"Large Cap";"Sällanköpsvaror";"Betting & Spel";"BETS B";"Aktier";"Q1-2018";0.08745278;3.786;10.62772;1.674168;1.958684;9036.824;0.2098515;138.4;0.2327781;5.4913;462.02;0.04932664;8077.024
"BIBBIntrument";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"BIBB";"Aktier";"Q1-2018";"";"";-13.5505;229.9239;5.589902;59.37095;"";8.23;"";-0.6247;"";"";69.66695
"Bilia";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"BILI A";"Aktier";"Q1-2018";1.706103;3.95;11.08769;0.2630092;2.583843;8847.52;0.1294983;100.951;0.2545945;6.4982;187.4;0.1764286;7273.52
"BillerudKorsnäs";"Sverige";"Large Cap";"Material";"Skog";"BILL";"Aktier";"Q1-2018";1.167589;4.06;16.35394;1.243538;1.98238;34446.8;0.0778573;206.957;0.1243059;8.3833;965.8;0.2091128;28373.8
"BIMobject";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"BIM";"Aktier";"Q1-2018";"";"";-27.0013;17.16418;15.06799;1501.176;-1.574157;51.717;-1.085036;-1.1555;-42.4384;"";1613.57
"BioArctic";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"BIOA B";"Aktier";"Q1-2018";"";"";71.74888;12.6677;3.243659;1034.67;"";88.059;"";0.3345;"";"";2113.416
"BioGaia";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"BIOG B";"Aktier";"Q1-2018";0.6053169;7.1;37.62786;10.79178;13.43653;6456.509;1.075371;17.336;0.4057873;10.4311;134.8018;0.2391742;6804.38
"Biohit";"Finland";"Small Cap";"Hälsovård";"Bioteknik";"BIOBV";"Aktier";"Q4-2017";-0.260274;0.144;11.96161;7.97256;4.171689;70.55304;-0.002305313;14.764;-0.006633457;0.4063;3.9592;"";71.75304
"Bioinvent";"Sverige";"Small Cap";"Hälsovård";"Bioteknik";"BINV";"Aktier";"Q1-2018";-0.1770124;"";-6.07449;14.43636;3.373225;517.9962;-7.915425;304.695;-1.141481;-0.3383;-101.5182;"";626.1483
"BioPorto";"Denmark";"Small Cap";"Hälsovård";"Bioteknik";"BIOPOR";"Aktier";"Q1-2018";0.7184764;"";-13.98664;20.32472;10.7553;454.7154;"";155.51;"";-0.2245;"";"";488.3014
"Bioservo Technologies";"Sverige";"First North";"Hälsovård";"Sjukvård";"BIOS";"Aktier";"Q1-2018";"";"";-6.416891;11.98611;2.29969;103.225;"";9.186;"";-2.4155;"";"";142.383
"Biotage";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"BIOT";"Aktier";"Q1-2018";10.66292;1.21;45.29389;8.712841;10.18464;6658.365;0.2134011;64.714;0.1706556;2.2917;66.5792;0.3022107;6717.313
"Biotec Pharmacon";"Norge";"OB Match";"Hälsovård";"Bioteknik";"BIOTEC";"Aktier";"Q1-2018";0.2703297;"";-9.495646;3.68196;6.566267;234.0293;-1.85311;43.944;-0.3932524;-0.6087;-22.3364;"";253.9963
"Biovica";"Sverige";"First North";"Hälsovård";"Bioteknik";"BIOVIC B";"Aktier";"Q2-2018";"";"";-9.01862;19.46045;1.95965;108.3889;"";17.573;"";-1.0312;"";"";163.4289
"Bio-Works";"Sverige";"First North";"Hälsovård";"Bioteknik";"BIOWKS";"Aktier";"Q4-2017";"";"";-6.532212;21.62329;1.555842;65.271;"";19.315;"";-1.2247;"";"";154.52
"Bittium";"Finland";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"BITTI";"Aktier";"Q4-2017";4.510417;0.192;-60.87457;3.511496;1.61583;98.16734;1.417011;35.646;0.8893463;-0.0869;121.4708;"";188.5673
"Björn Borg";"Sverige";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"BORG";"Aktier";"Q1-2018";-0.2253184;1.9;12.84116;0.8825076;2.099904;669.8911;0.104445;25.148;0.1574096;1.8943;59.60439;0.1710894;611.7251
"Black Sea Property";"Norge";"Merkur Market";"Finans & Fastighet";"Fastigheter";"BSP-ME";"Aktier";"Q2-2017";"";"";-3.248523;"";0.508113;71.04257;"";27.598;"";-0.2201;"";"";19.73257
"BlackPearl Resources";"Sverige";"Mid Cap";"Energi";"Olja & Gas";"PXXS SDB";"Aktier";"Q1-2018";-0.3138686;"";-7833.333;3.387235;0.7346461;3941.033;-0.003986424;335.665;-0.005088699;-0.0012;-286.7133;"";3155.251
"Blue Vision";"Denmark";"Small Cap";"Finans & Fastighet";"Fastigheter";"BLVIS A";"Aktier";"Q4-2017";"";"";-15.71429;"";0.4263951;43.09603;"";108.692;"";-0.0252;"";"";43.04203
"Bodyflight";"Sverige";"Aktietorget";"Sällanköpsvaror";"Hotell, restaurang & nöje";"BODYFLI";"Aktier";"Q1-2018";"";"";26.66667;2.643711;7.319329;76.2916;"";9.998;"";0.27;"";"";71.9856
"Boliden";"Sverige";"Large Cap";"Material";"Gruv & Metall";"BOL";"Aktier";"Q1-2018";2.306325;7.75;12.02028;1.725402;2.292245;88948.85;0.1099903;273.511;0.1423602;26.3097;3267.4;0.4103498;86497.85
"Bonava A";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"BONAV A";"Pref";"Q1-2018";"";2.84;11.51685;0.9185585;1.794611;17137.75;0.1465743;107.9;0.4218932;9.7683;415.6;0.3808426;12138.75
"Bonava B";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"BONAV B";"Aktier";"Q1-2018";"";2.84;11.20973;0.8940636;1.746755;16814.05;0.1465743;107.9;0.4218932;9.7683;415.6;0.3808426;11815.05
"Bonesupport";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"BONEX";"Aktier";"Q1-2018";"";"";-3.935737;4.04719;1.242361;120.5861;"";50.563;"";-2.6018;"";"";517.7651
"Bong Ljungdahl";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"BONG";"Aktier";"Q1-2018";-0.7267428;"";-11.53846;0.1137849;0.3279128;631.3056;0.007931326;211.205;-0.04478221;-0.0975;279.84;"";237.6056
"Bonheur";"Norge";"OB Match";"Finans & Fastighet";"Investmentbolag";"BON";"Aktier";"Q1-2018";-0.1109375;2.1;-4.154543;0.5867482;0.6135471;10839.23;-0.03763849;42.531;-0.0586395;-27.3917;739.66;"";4840.028
"Bonäsudden";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"BONAS";"Aktier";"Q4-2017";"";"";42.8128;10.04434;1.115303;549.138;"";1.68;"";2.8029;"";"";201.6
"Boozt";"Sverige";"Mid Cap";"Sällanköpsvaror";"kläder & Textil";"BOOZT";"Aktier";"Q1-2018";"";"";-725.8835;1.992224;5.487233;3967.788;"";56.338;"";-0.1047;"";"";4281.688
"Borgestad";"Norge";"OB Match";"Industri";"Handel & Distribution";"BOR";"Aktier";"Q1-2018";-0.5052636;"";-7.419131;0.2672243;0.5279304;1020.59;-0.02258703;3.393;-0.0587688;-8.0872;3.5138;"";203.58
"Borr Drilling";"Norge";"OB Match";"Energi";"Olja & Gas";"BDRILL";"Aktier";"Q4-2017";"";"";-29.27786;25763.56;1.725739;19395;"";478.29;"";-1.4277;"";"";19992.52
"Borregaard";"Norge";"OB Match";"Industri";"Produktion";"BRG";"Aktier";"Q1-2018";2.39777;1.7;16.46847;1.945095;2.956972;10084;0.1391597;100;0.1849121;5.55;93.6;0.1062407;9140
"Bosjö Fastigheter";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"BOSJO";"Aktier";"Q2-2018";"";"";4.779829;6.014859;1.177582;773.147;"";2.22;"";26.7792;"";"";284.16
"Botnia Exploration";"Sverige";"First North";"Material";"Gruv & Metall";"BOTX";"Aktier";"Q4-2017";1.81875;"";-14.83797;30.76576;2.260889;171.6352;-0.1475284;21.212;-0.1287103;-0.6079;-11.2982;"";191.3322
"Boule Diagnostics";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"BOUL";"Aktier";"Q1-2018";1;1.32;8.47212;0.873991;1.321668;333.188;0.1711725;4.838;0.1429374;8.9706;21.16;"";367.688
"Bouvet";"Norge";"OB Standard";"Informationsteknik";"IT-Tjänster";"BOUVET";"Aktier";"Q1-2018";2.072848;7.1;20.14081;1.440708;10.04053;2419.999;27.8222;10.25;0.4466052;11.5189;87.4752;0.1144637;2378
"BrainCool";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"BRAIN";"Aktier";"Q1-2018";"";"";-9.23651;43.31713;3.023161;198.1203;-0.5457846;34.661;-0.4308651;-0.6431;-27.5795;"";205.8863
"Bravida";"Sverige";"Large Cap";"Industri";"Tjänster & Leverans";"BRAV";"Aktier";"Q1-2018";"";1.07;17.45323;0.8217251;2.968084;16414.29;0.09485501;201.567;0.1375807;4.1425;502;0.3684541;14573.29
"Brd. Klee";"Denmark";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"KLEE B";"Aktier";"Q4-2017";0.36;"";122.49;7.483438;20.41314;1370.608;"";0.505;"";22.2059;"";"";1373.6
"Brdr. A&O Johansen";"Denmark";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"AOJ P";"Aktier";"Q1-2018";1.45543;3.6;6.058788;0.2078672;1.279873;1693.692;0.1073997;2.8;0.1389532;50.01;-30.5296;0.2109451;848.4
"Brdr. Hartmann";"Denmark";"Mid Cap";"Industri";"Produktion";"HART";"Aktier";"Q1-2018";1.78853;9.5;19.69211;1.190922;3.470884;3290.835;0.1082052;6.915;0.1863247;19.7541;-27.18;0.1003706;2689.935
